Id Label Weight
内鸾 内鸾 1
战孙立 战孙立 2
乐和张 乐和张 1
宋江分 宋江分 6
上一彪 上一彪 1
齐鸣 齐鸣 7
祝虎道 祝虎道 1
宝藏 宝藏 4
孙新便 孙新便 1
解宝便 解宝便 7
祝虎见 祝虎见 1
庄里火 庄里火 1
孙立守 孙立守 1
望庄后 望庄后 1
里祝龙 里祝龙 1
马望北 马望北 2
扈成那 扈成那 2
祝龙曾 祝龙曾 1
云开见日 云开见日 2
李应恰 李应恰 1
李应拜 李应拜 1
宋江喝 宋江喝 3
李应宅 李应宅 1
德之士 德之士 1
恩逢义 恩逢义 1
白秀英 白秀英 19
明礼义 明礼义 1
凤凰 凤凰 5
祝庄 祝庄 1
施功 施功 2
紫塞辽 紫塞辽 1
方腊 方腊 164
德有义 德有义 1
朱贵早 朱贵早 1
云树之思 云树之思 1
东昌府 东昌府 10
朱兄 朱兄 1
宛曲 宛曲 1
金帛相 金帛相 2
宋江回 宋江回 7
解宝守 解宝守 3
宋万守 宋万守 1
穆弘守 穆弘守 1
薛永监 薛永监 1
山右寨 山右寨 1
石秀守 石秀守 2
白玉乔 白玉乔 11
秀英 秀英 2
普天下 普天下 1
苏卿 苏卿 1
罗衣叠 罗衣叠 1
兰心蕙性 兰心蕙性 1
凤转 凤转 1
紫竹 紫竹 3
马博 马博 1
掤一 掤一 1
那禁子 那禁子 1
玉貌花 玉貌花 2
颜俏 颜俏 1
雷横母 雷横母 1
公朱仝 公朱仝 14
雷横娘 雷横娘 1
爱朱仝 爱朱仝 1
金似玉 金似玉 1
胡子 胡子 3
大斋 大斋 1
杨柳枝 杨柳枝 1
亦然 亦然 2
和雷 和雷 1
朱仝心 朱仝心 2
须儿 须儿 1
萧寺 萧寺 1
宦之家 宦之家 1
金枝玉叶 金枝玉叶 5
凤子龙孙 凤子龙孙 1
阳春 阳春 3
雷兄 雷兄 1
殷天锡 殷天锡 22
朱仝怒 朱仝怒 1
庄客备 庄客备 1
宋江引 宋江引 22
柴皇城 柴皇城 14
连朝水 连朝水 1
东岳 东岳 1
扁鹊 扁鹊 2
卢医 卢医 1
高廉 高廉 41
殷直阁 殷直阁 2
依礼 依礼 2
龙子龙孙 龙子龙孙 3
伏惟尚 伏惟尚 1
天宪 天宪 1
柴进驱 柴进驱 1
柴进分 柴进分 1
庄客李 庄客李 3
李大见 李大见 1
廉大怒 廉大怒 2
殷夫人 殷夫人 1
严令 严令 2
宋江央 宋江央 2
马步军 马步军 27
马如 马如 2
高廉见 高廉见 4
林冲勒 林冲勒 2
秦明战 秦明战 2
温文宝 温文宝 2
秦明放 秦明放 1
廉见连 廉见连 1
廉把剑 廉把剑 1
呼兄唤 呼兄唤 2
子寻爷 子寻爷 2
神师计 神师计 2
诸军众 诸军众 1
廉神兵 廉神兵 1
那神兵 那神兵 1
白胜引 白胜引 1
雷公 雷公 2
施圣力 施圣力 1
白胜呐 白胜呐 1
廉引领 廉引领 1
雨过云 雨过云 1
雷雨 雷雨 1
廉自中 廉自中 1
宋江未 宋江未 1
罗真人 罗真人 80
汤泼雪 汤泼雪 1
蓟州寻 蓟州寻 4
高廉永 高廉永 1
如云 如云 5
李大 李大 1
戴宗转 戴宗转 1
马道 马道 2
戴宗术 戴宗术 1
戴宗瞅 戴宗瞅 1
老翁 老翁 1
碧岫堆 碧岫堆 1
林梢 林梢 1
玉珮 玉珮 3
小石桥 小石桥 2
苍翠 苍翠 1
水泛春 水泛春 1
玉殿 玉殿 3
白如晓霜 白如晓霜 1
元君 元君 1
荆钗 荆钗 1
老姥 老姥 1
云鹤 云鹤 2
雪松 雪松 1
莫言 莫言 1
白如霜 白如霜 2
公孙胜先 公孙胜先 2
扶娘入 扶娘入 1
太莽 太莽 1
师罗真人 师罗真人 4
戴宗再 戴宗再 2
公孙胜扶 公孙胜扶 2
紫虚观 紫虚观 2
柏森森 柏森森 1
白鹤 白鹤 3
翠竹 翠竹 1
黄芽 黄芽 1
来环珮韵 来环珮韵 1
松鹤轩 松鹤轩 6
玉叶 玉叶 2
朱履 朱履 1
步丹霄 步丹霄 1
都仙 都仙 1
广惠 广惠 1
那老仙 那老仙 1
若肯 若肯 1
元阳 元阳 2
何干 何干 2
石岩 石岩 1
青红二云 青红二云 1
那青 那青 1
红二云 红二云 1
黄巾力士 黄巾力士 6
马士弘 马士弘 1
马府尹 马府尹 2
蓟州牢 蓟州牢 2
孝子贤孙 孝子贤孙 1
红玉 红玉 1
黄巾 黄巾 1
金环耀 金环耀 1
宣花 宣花 1
何神 何神 1
汝五雷 汝五雷 1
容汝 容汝 5
扶侍 扶侍 1
汤名隆 汤名隆 1
汤隆 汤隆 90
郭盛引 郭盛引 1
小军 小军 6
黄金甲 黄金甲 5
白羽 白羽 2
巧簇 巧簇 1
乌纱 乌纱 1
青骢 青骢 2
星冠耀 星冠耀 1
九霞 九霞 1
古定剑 古定剑 3
玄功 玄功 1
束发冠 束发冠 1
花荣挺 花荣挺 5
薛元辉 薛元辉 3
花荣拨 花荣拨 1
马望本 马望本 6
弓取箭 弓取箭 4
松文 松文 1
大胜 大胜 3
劳三军 劳三军 17
寇州 寇州 3
高廉知 高廉知 1
连珠炮 连珠炮 12
高廉引 高廉引 1
马上望 马上望 1
高廉挥 高廉挥 1
南柯梦 南柯梦 1
阴陵 阴陵 1
蔺仁 蔺仁 2
探时 探时 1
索上 索上 1
雷横先 雷横先 2
景阳钟 景阳钟 3
金阙晓钟 金阙晓钟 2
玉阶仙 玉阶仙 2
花迎剑 花迎剑 1
佩星初 佩星初 1
闻奏 闻奏 6
高迁 高迁 2
呼延 呼延 332
汝宁郡 汝宁郡 1
玄孙 玄孙 3
铁马金戈 铁马金戈 1
陈州 陈州 5
韩名滔 韩名滔 1
彭名 彭名 1
彭二 彭二 3
韩滔 韩滔 62
来殿帅 来殿帅 2
马甲 马甲 2
汝宁 汝宁 1
红展 红展 1
龙梢 龙梢 1
士卒 士卒 2
姜维 姜维 2
祖乃 祖乃 1
左军五 左军五 1
和暖 和暖 2
韩滔领 韩滔领 1
韩滔挺 韩滔挺 1
韩滔力 韩滔力 1
秦明自 秦明自 1
荣军 荣军 1
林将军 林将军 1
红绵 红绵 1
青自引 青自引 1
金黄 金黄 1
马带甲 马带甲 1
宾礼 宾礼 1
向前走 向前走 1
别生 别生 3
越班奏 越班奏 2
黄封御 黄封御 5
凌振 凌振 58
凌振祖 凌振祖 1
盛世 盛世 2
凌振来 凌振来 1
雷凌振 雷凌振 11
阮六人 阮六人 1
雷横鸣 雷横鸣 1
凌振谢 凌振谢 1
马之策 马之策 1
子汤 子汤 1
金阙 金阙 3
徐宁 徐宁 159
雁翎 雁翎 6
祖传 祖传 5
赛唐猊 赛唐猊 2
班徐宁 班徐宁 1
大柏树 大柏树 4
云寒 云寒 1
张那 张那 1
梅香 梅香 8
黄帕儿 黄帕儿 1
幸龙符 幸龙符 1
芦管儿 芦管儿 2
胡梯 胡梯 2
戴宗拴 戴宗拴 1
丹田 丹田 1
凤落 凤落 1
龙居 龙居 1
雷焕 雷焕 1
汤知寨 汤知寨 1
徐宁叹 徐宁叹 1
汤隆立 汤隆立 1
汤隆监 汤隆监 1
郭大官人 郭大官人 3
李荣 李荣 9
马冲阵 马冲阵 1
宋江执 宋江执 3
徐宁施 徐宁施 1
薛永自 薛永自 1
雁翎甲 雁翎甲 2
徐宁教 徐宁教 3
诸葛 诸葛 4
吕蒙 吕蒙 2
马如飞 马如飞 1
凤翥鸾翔 凤翥鸾翔 1
乌巾 乌巾 1
常随宝 常随宝 1
步大 步大 1
盖护 盖护 1
闻风 闻风 3
马军来 马军来 4
穆春引 穆春引 1
解宝引 解宝引 2
邹润引 邹润引 1
李云引 李云引 1
马引军 马引军 5
高埠 高埠 1
宋江守 宋江守 2
马冲 马冲 1
马军飞 马军飞 1
子母炮 子母炮 1
望北冲 望北冲 1
宋江军 宋江军 8
寻马军 寻马军 1
麻林 麻林 1
望正 望正 1
田塍 田塍 1
谢了恩 谢了恩 1
宫锦服 宫锦服 1
金银器 金银器 1
列阵 列阵 1
李忠祖 李忠祖 2
冷森森 冷森森 3
龙驹 龙驹 11
孔宾 孔宾 8
孔亮特 孔亮特 1
智勇 智勇 3
孔明便 孔明便 1
山李忠 山李忠 3
归水泊 归水泊 4
振羽翰 振羽翰 2
赖有 赖有 1
晁盖守 晁盖守 1
雨蒙蒙 雨蒙蒙 1
智擒 智擒 1
何智 何智 1
张狂 张狂 2
孔明之 孔明之 1
宋江领 宋江领 7
班师回 班师回 8
朱仝四 朱仝四 1
晁盖引 晁盖引 2
九曜 九曜 1
龙飞虎 龙飞虎 2
熊飞豹 熊飞豹 2
黄钺白 黄钺白 6
掤头笠 掤头笠 1
史大官人 史大官人 9
容小可 容小可 1
玉娇枝 玉娇枝 3
贺太守 贺太守 21
王义 王义 4
花颜 花颜 3
云鬓 云鬓 2
黄童白叟 黄童白叟 2
史家兄弟 史家兄弟 2
虞候径 虞候径 1
申闻 申闻 1
牛马 牛马 4
智深雄 智深雄 1
计拙 计拙 2
宋江备 宋江备 4
观隐 观隐 1
碧若浮 碧若浮 1
张僧繇 张僧繇 1
李龙眠 李龙眠 1
茅庵 茅庵 2
金天 金天 1
西岳 西岳 12
宿元景 宿元景 11
李应各 李应各 1
宿太尉 宿太尉 107
若怀 若怀 1
扶策太 扶策太 2
玉节龙 玉节龙 2
太尉御 太尉御 1
香仪 香仪 1
戴宗先 戴宗先 4
香亭 香亭 1
特奉 特奉 3
双飞 双飞 2
金凤绕 金凤绕 1
青翠 青翠 1
石秀藏 石秀藏 1
九卿 九卿 3
赫赫 赫赫 1
贺某 贺某 2
太尉恩 太尉恩 6
谢承 谢承 2
何辜 何辜 2
樊名瑞 樊名瑞 2
汉高祖 汉高祖 1
青镌玉 青镌玉 1
云冠 云冠 1
鹿皮 鹿皮 2
张良 张良 2
范蠡 范蠡 1
生居邺 生居邺 1
华胥 华胥 2
伏众威 伏众威 1
蒲城 蒲城 2
李衮 李衮 90
毛盖 毛盖 1
项充 项充 74
杨春四 杨春四 1
宋军 宋军 11
盖世英雄 盖世英雄 3
诸葛孔明 诸葛孔明 2
石为阵 石为阵 1
居之 居之 1
郭盛权 郭盛权 1
高坡 高坡 3
樊瑞 樊瑞 51
寒霄 寒霄 1
若见风 若见风 1
樊瑞立 樊瑞立 1
小旗 小旗 2
那松文 那松文 1
樊瑞引 樊瑞引 4
樊瑞来 樊瑞来 1
樊瑞道 樊瑞道 3
大贤 大贤 1
雷天心 雷天心 1
金毛犬 金毛犬 7
王子 王子 5
焦黄 焦黄 2
段景住 段景住 34
曾家府 曾家府 2
曾家 曾家 9
曾索 曾索 7
史文恭 史文恭 58
杜撰 杜撰 1
曾家生 曾家生 1
高岗 高岗 1
柳林 柳林 1
田野 田野 2
柳林中 柳林中 2
晁盖领 晁盖领 1
马回寨 马回寨 3
向曾 向曾 1
曾升 曾升 7
曾家阵 曾家阵 1
里监寺 里监寺 1
归寨 归寨 2
齐明 齐明 2
别作良 别作良 1
扶策 扶策 1
于家 于家 1
权居 权居 2
左军寨 左军寨 1
樊瑞守 樊瑞守 1
毋得违 毋得违 3
卢大 卢大 1
卢俊义 卢俊义 414
张顺夜 张顺夜 2
金沙 金沙 1
满庭芳 满庭芳 3
玉麟 玉麟 1
吴用唤 吴用唤 2
吕公 吕公 1
黄发 黄发 1
谈天 谈天 2
彭祖 彭祖 1
颜回 颜回 2
范丹 范丹 1
石崇富 石崇富 1
卢员外 卢员外 65
凌云 凌云 3
富豪 富豪 3
金白银 金白银 1
于刀剑 于刀剑 2
卢某 卢某 7
俊杰 俊杰 4
李固 李固 65
玉亭柱 玉亭柱 2
赛锦体 赛锦体 1
续麻 续麻 1
若赛 若赛 1
燕青 燕青 373
李固立 李固立 1
燕青立 燕青立 3
齐仁圣 齐仁圣 1
贾卜 贾卜 1
贾氏 贾氏 14
海阔 海阔 1
李固吓 李固吓 1
李固引 李固引 1
祖先 祖先 1
白绢旗 白绢旗 1
东闪西躲 东闪西躲 1
左有 左有 6
花荣神 花荣神 2
从东山 从东山 1
望山 望山 1
丛莽 丛莽 1
柳岸 柳岸 1
内居 内居 1
李俊见 李俊见 3
凤牢龙 凤牢龙 1
金睛兽 金睛兽 1
严命 严命 1
卢公入 卢公入 1
小酌 小酌 2
何厚 何厚 1
何薄 何薄 1
小兄弟 小兄弟 3
薄暮 薄暮 1
蓝缕 蓝缕 2
燕青安 燕青安 1
燕小乙 燕小乙 5
燕青来 燕青来 4
齐起 齐起 8
司来 司来 1
张孔目 张孔目 6
蔡福 蔡福 45
青鸾 青鸾 1
满郡 满郡 1
蔡名福 蔡名福 1
蔡名庆 蔡名庆 1
蔡庆 蔡庆 27
衣中绣 衣中绣 1
木香 木香 1
金环 金环 2
花蔡庆 花蔡庆 7
蔡福道 蔡福道 7
司前 司前 8
蔡福认 蔡福认 1
燕青拜 燕青拜 6
蔡福笑 蔡福笑 1
蔡节级 蔡节级 3
秀眉 秀眉 1
小孟尝 小孟尝 1
蔡福便 蔡福便 2
蔡庆道 蔡庆道 2
利之徒 利之徒 4
蔡福家 蔡福家 1
蔡福牢 蔡福牢 1
塞鸿飞 塞鸿飞 1
玉笛 玉笛 1
秋雨 秋雨 1
解麻索 解麻索 1
小乙直 小乙直 1
小乙伏 小乙伏 1
小乙先 小乙先 1
乌木 乌木 1
寻房安 寻房安 1
晓谕 晓谕 6
燕青大 燕青大 5
燕青转 燕青转 2
蔡福早 蔡福早 1
宋江兵 宋江兵 11
戈剑 戈剑 1
石秀押 石秀押 1
王太守 王太守 10
九霄 九霄 2
咸扶 咸扶 1
孝子顺孙 孝子顺孙 2
李某 李某 1
索名超 索名超 2
金鼓喧 金鼓喧 1
石秀二 石秀二 3
吉辰 吉辰 1
尉迟孙 尉迟孙 6
马入城 马入城 8
明拔寨 明拔寨 3
庾家疃 庾家疃 8
银渗 银渗 1
双持宝 双持宝 1
索超领 索超领 1
闻某 闻某 2
雷轰 雷轰 1
光耀 光耀 4
丁甲 丁甲 1
强弓劲弩 强弓劲弩 1
漆笠 漆笠 2
凤翅明 凤翅明 1
陈达横 陈达横 1
保无虞 保无虞 1
王定 王定 5
北三面 北三面 1
索超箭 索超箭 2
云长 云长 1
关胜 关胜 155
蒲东巡 蒲东巡 2
蒲东 蒲东 4
宣赞 宣赞 41
关胜正 关胜正 4
郝思文 郝思文 64
宣某 宣某 1
井木犴 井木犴 7
宣赞引 宣赞引 1
宣赞道 宣赞道 2
段常 段常 1
张牙 张牙 1
西蜀 西蜀 1
才智 才智 1
关羽 关羽 2
蔡阳 蔡阳 1
梁公 梁公 1
文右武 文右武 2
须髯 须髯 1
金镞莹 金镞莹 1
紫骝 紫骝 2
玉勒锦 玉勒锦 1
蒲东郡 蒲东郡 2
马宣赞 马宣赞 9
陆军 陆军 2
山倒江 山倒江 1
关胜寨 关胜寨 2
阮大惊 阮大惊 1
马军步 马军步 2
宋江举 宋江举 2
凤翅 凤翅 2
宣赞听 宣赞听 1
望宣赞 望宣赞 2
皮甲 皮甲 1
苗裔 苗裔 1
金甲绿 金甲绿 1
青龙刀 青龙刀 9
关胜见 关胜见 8
弓短箭 弓短箭 4
路小军 路小军 4
关胜勒 关胜勒 2
海骝 海骝 2
生居 生居 2
华峰 华峰 1
战关胜 战关胜 3
张顺身 张顺身 2
马横枪 马横枪 5
严雪正 严雪正 1
地灵星 地灵星 3
雪消冰 雪消冰 1
安道全 安道全 58
飘琼 飘琼 1
扶张顺 扶张顺 1
金帛之 金帛之 3
霍闪婆 霍闪婆 4
王定六 王定六 33
张旺 张旺 15
孙三 孙三 1
天晴 天晴 2
张顺进 张顺进 2
玉刃得 玉刃得 1
师传 师传 1
和建康 和建康 1
李巧奴 李巧奴 5
步摇宝 步摇宝 1
凌波步 凌波步 1
常相忆 常相忆 1
莫学章 莫学章 1
张顺同 张顺同 1
巧奴 巧奴 2
张顺本 张顺本 1
白刃 白刃 1
安兄 安兄 1
张顺脱 张顺脱 2
扬子 扬子 3
士大夫 士大夫 1
闻言 闻言 2
戴宗接 戴宗接 2
安某 安某 1
艾焙 艾焙 1
张顺引 张顺引 2
翠云 翠云 4
巧样 巧样 1
古董 古董 2
司州 司州 1
关胜引 关胜引 7
东岳庙 东岳庙 4
羊裘 羊裘 1
红红白 红红白 1
邹润自 邹润自 1
双贝阙 双贝阙 1
女立朱 女立朱 1
郎骑紫 郎骑紫 1
王孙公子 王孙公子 2
乔乔 乔乔 1
宋万各 宋万各 1
燕青领 燕青领 1
南瓦子 南瓦子 1
雁翅 雁翅 3
左有马麟 左有马麟 1
左有宣赞 左有宣赞 1
孙立在 孙立在 2
小乙哥 小乙哥 2
燕青拿 燕青拿 2
望东门 望东门 1
华盖 华盖 1
金万斛 金万斛 1
燕青监 燕青监 1
宋江赏 宋江赏 2
姬光座 姬光座 1
千钧 千钧 1
毛羽 毛羽 1
蔡京会 蔡京会 1
魏定国 魏定国 50
关某 关某 2
韩伯龙 韩伯龙 8
焦挺 焦挺 19
鲍名旭 鲍名旭 1
鲍旭 鲍旭 47
魏二 魏二 2
同宣赞 同宣赞 1
黑缨 黑缨 3
罗绣 罗绣 1
凤翎 凤翎 1
红绣旗 红绣旗 1
宣赞正 宣赞正 1
张太守 张太守 10
鲍旭道 鲍旭道 2
李兄正 李兄正 1
玄甲军 玄甲军 3
宝甲 宝甲 1
关胜后 关胜后 1
伏礼 伏礼 1
明星 明星 3
紫玉 紫玉 2
马遇马 马遇马 1
关胜军 关胜军 1
郁保四 郁保四 34
子曾升 子曾升 1
丁神 丁神 2
齐披铁 齐披铁 1
宋江部 宋江部 2
诸军 诸军 10
门旗影 门旗影 7
花荣箭 花荣箭 1
史某 史某 2
宋江闻 宋江闻 3
秦明得 秦明得 2
秦明力 秦明力 1
邓飞四 邓飞四 1
何辞 何辞 1
国以信 国以信 1
白龙驹 白龙驹 1
吴用授 吴用授 1
雷横引 雷横引 2
望本寨 望本寨 1
宋某 宋某 3
多谦 多谦 1
蒙天 蒙天 1
能安邦 能安邦 2
通今博古 通今博古 1
齐临 齐临 1
鱼得水 鱼得水 1
成俊义 成俊义 1
汤传后 汤传后 1
亦良图 亦良图 1
盛谟 盛谟 1
董名平 董名平 1
董平 董平 112
路遥 路遥 1
程太守 程太守 9
宋江差 宋江差 3
董都监 董都监 2
李瑞兰 李瑞兰 10
李瑞兰生 李瑞兰生 1
翠禽 翠禽 1
罗浮梦 罗浮梦 1
李行首 李行首 4
顾媪通 顾媪通 1
智亮 智亮 1
史进哄 史进哄 1
简银铁 简银铁 1
万户侯 万户侯 2
铁槊 铁槊 3
向东 向东 1
平大怒 平大怒 3
宋江亲 宋江亲 5
寿张县 寿张县 5
平正 平正 1
齐开 齐开 1
若得容 若得容 1
马先入 马先入 1
布满 布满 3
龚旺 龚旺 31
马上会 马上会 2
丁得孙 丁得孙 31
张清 张清 124
张清便 张清便 11
青骢玉 青骢玉 1
马骑 马骑 1
花项虎 花项虎 3
徐宁飞 徐宁飞 1
马后 马后 2
张清望 张清望 1
伏鞍 伏鞍 2
张清回 张清回 2
望韩滔 望韩滔 1
张清见 张清见 7
马相迎 马相迎 1
张清镫 张清镫 1
杨志胆 杨志胆 1
雷横居右 雷横居右 1
张清笑 张清笑 1
招宝七 招宝七 2
董平见 董平见 3
张清拨 张清拨 1
张清带 张清带 1
望索超 望索超 1
张清神 张清神 1
王彦章 王彦章 1
连打唐 连打唐 1
林冲引 林冲引 4
张清连 张清连 2
咸若古 咸若古 1
凌霄 凌霄 1
龙鳞 龙鳞 2
凤毛 凤毛 1
宫锦花 宫锦花 1
天降罡 天降罡 1
皇甫 皇甫 2
伯乐 伯乐 2
紫髯伯 紫髯伯 3
皇甫端 皇甫端 22
安骥 安骥 1
扶危 扶危 1
鄂公乌 鄂公乌 1
张清鹗 张清鹗 1
张清亦 张清亦 1
窦神 窦神 1
香腾瑞 香腾瑞 1
花簇 花簇 2
张羽 张羽 1
金钟 金钟 2
玉珮鸣 玉珮鸣 1
齐宣宝 齐宣宝 1
紫宸 紫宸 1
乾方 乾方 1
玄通 玄通 1
何道士 何道士 4
双全 双全 1
天勇星 天勇星 1
天猛星 天猛星 1
天英星 天英星 1
天贵星 天贵星 1
天满星 天满星 1
天孤星 天孤星 1
天立星 天立星 1
天捷星 天捷星 1
天异星 天异星 1
天退星 天退星 1
寿星 寿星 1
天剑星 天剑星 1
天竟星 天竟星 1
天牢星 天牢星 1
慧星 慧星 2
天巧星 天巧星 1
地杰星 地杰星 1
地英星 地英星 1
地猛星 地猛星 1
地佐星 地佐星 1
地满星 地满星 1
地遂星 地遂星 1
地隐星 地隐星 1
地俊星 地俊星 1
嵇星 嵇星 1
地伏星 地伏星 1
地孤星 地孤星 1
子汤隆 子汤隆 4
龙邹润 龙邹润 4
地狗星 地狗星 1
宋江遂 宋江遂 7
敬伸丹 敬伸丹 1
雷横守 雷横守 1
刘唐守 刘唐守 1
朱雀玄武 朱雀玄武 1
九曜旗 九曜旗 1
侯健制造 侯健制造 1
贞烈 贞烈 1
小彪 小彪 1
玉幡竿 玉幡竿 2
诸疾 诸疾 1
帅字旗 帅字旗 6
孟夏 孟夏 2
吉旦 吉旦 1
石绿 石绿 1
廉干李 廉干李 1
裴宣为 裴宣为 1
石全 石全 1
王伯业 王伯业 1
地曜 地曜 2
万世 万世 1
保境安 保境安 1
折莫 折莫 1
秋凉 秋凉 2
满江红 满江红 2
碧水 碧水 1
黄菊 黄菊 1
畅怀 畅怀 1
王猷 王猷 1
袁安高卧 袁安高卧 1
那玉棚 那玉棚 1
何虑焉 何虑焉 1
柳陌花街 柳陌花街 1
向斯 向斯 1
良金美玉 良金美玉 1
涂搽 涂搽 1
美玉 美玉 1
滕州 滕州 1
曹州 曹州 1
万寿门 万寿门 5
燕青入 燕青入 3
齐鲁 齐鲁 1
周公 周公 1
毕公皋 毕公皋 1
梁惠王 梁惠王 1
伏虎 伏虎 2
王尧九 王尧九 1
凤辇 凤辇 1
金明池 金明池 1
三春柳 三春柳 1
小苑 小苑 1
紫阁 紫阁 2
燕青唱 燕青唱 4
王班直 王班直 10
翠叶 翠叶 3
凤阙 凤阙 2
瑞霭 瑞霭 3
长朝殿 长朝殿 1
紫垣 紫垣 1
文德殿 文德殿 14
金锁锁 金锁锁 1
凝晖殿 凝晖殿 1
花笺 花笺 1
龙墨 龙墨 1
端溪砚 端溪砚 1
西王庆 西王庆 1
田虎 田虎 1
燕青离 燕青离 2
宫之中 宫之中 1
梁王 梁王 1
花发三春 花发三春 1
潘樊 潘樊 1
公卿 公卿 1
从东 从东 1
云翳 云翳 1
封丘 封丘 2
李师师 李师师 94
赵元奴 赵元奴 3
燕青径 燕青径 3
燕青微微 燕青微微 2
梅香入 梅香入 1
李妈妈 李妈妈 8
张乙儿 张乙儿 1
张闲 张闲 4
颜世罕 颜世罕 1
左顾 左顾 1
绮阁 绮阁 1
燕青换 燕青换 2
香胜 香胜 1
赵婆 赵婆 1
赵婆道 赵婆道 1
赵婆相 赵婆相 1
龙泉剑 龙泉剑 3
柴进四 柴进四 1
玉勒争 玉勒争 1
仰瞻天 仰瞻天 1
庆玉殿 庆玉殿 1
戴宗依 戴宗依 1
宣德 宣德 5
楼赐 楼赐 1
杨太尉 杨太尉 17
爱卿 爱卿 6
翠华 翠华 1
东焠西 东焠西 1
于濠 于濠 1
从军 从军 1
巨雷 巨雷 1
双献头 双献头 1
龙威 龙威 1
牛头山 牛头山 2
燕青拖 燕青拖 3
陈留县 陈留县 1
和燕青 和燕青 1
燕青笑 燕青笑 4
王小二 王小二 3
痴翁 痴翁 1
公正 公正 1
柳村狄 柳村狄 1
老刘 老刘 1
刘家庄 刘家庄 1
柴进径 柴进径 1
荆杖 荆杖 2
高唐 高唐 1
古庙中 古庙中 2
王名江 王名江 1
董名海 董名海 1
董王 董王 1
燕青备 燕青备 1
燕青便 燕青便 13
库中 库中 1
马放 马放 1
谷雨初 谷雨初 1
凤翔 凤翔 1
双虎斗 双虎斗 1
嘉宁殿 嘉宁殿 3
燕青智 燕青智 1
寿张乔 寿张乔 1
玉玲珑 玉玲珑 4
真堪 真堪 1
星之末 星之末 1
幸遇 幸遇 1
燕青辞 燕青辞 3
燕青歇 燕青歇 2
泰岳 泰岳 1
金乌 金乌 3
汤肩禹 汤肩禹 1
蓝田 蓝田 2
紫绶金章 紫绶金章 3
仁安殿 仁安殿 1
北阙 北阙 2
碧霞君 碧霞君 1
仁圣帝 仁圣帝 1
白白 白白 1
罗翠袖 罗翠袖 1
金鸳鸯 金鸳鸯 1
安复 安复 1
南蛮 南蛮 1
齐发声 齐发声 1
那知州 那知州 1
燕青庆 燕青庆 1
大卿 大卿 1
静鞭 静鞭 1
崔靖 崔靖 3
光禄寺 光禄寺 4
言抚谕 言抚谕 2
陈宗善 陈宗善 5
陈太尉 陈太尉 26
金戈铁骑 金戈铁骑 1
凤章 凤章 1
宗善尽 宗善尽 1
蒙殿帅 蒙殿帅 1
李虞候 李虞候 16
张干 张干 10
宋门 宋门 1
张叔夜 张叔夜 29
蔡府 蔡府 1
须然 须然 1
伏道 伏道 4
郭盛府 郭盛府 1
望太尉 望太尉 5
雷霆之怒 雷霆之怒 3
恩雨 恩雨 1
顾御酒 顾御酒 1
裴宣立 裴宣立 1
封疆 封疆 2
普天率土 普天率土 1
纳官 纳官 1
梁上跳 梁上跳 1
马军拴 马军拴 1
侍臣 侍臣 3
杨戬 杨戬 24
凤无六翮 凤无六翮 1
于京师 于京师 2
左羽 左羽 2
段鹏举 段鹏举 8
陈翥 陈翥 9
陈州兵 陈州兵 1
吴秉彝 吴秉彝 8
韩天麟 韩天麟 4
李明 李明 6
都监王 都监王 3
周信 周信 5
毕胜 毕胜 20
凯旋 凯旋 1
羽林军 羽林军 1
柳叶箭 柳叶箭 1
宣花斧 宣花斧 1
齐悬 齐悬 1
左统军 左统军 2
怀安 怀安 1
安兆民 安兆民 1
何惧哉 何惧哉 2
诸军尽 诸军尽 2
童贯军 童贯军 4
齐齐扎 齐齐扎 1
左招右 左招右 2
童贯令 童贯令 2
朱雀 朱雀 3
红旗招展 红旗招展 2
碧云 碧云 1
白缨 白缨 1
寒云护 寒云护 1
黑甲 黑甲 2
玄武 玄武 5
青旗红 青旗红 2
凤翅金 凤翅金 4
朱缨银 朱缨银 1
柳叶翠 柳叶翠 1
玉勒 玉勒 3
小龙 小龙 1
乾宫 乾宫 1
马军随 马军随 1
黄旗影 黄旗影 1
黄缨 黄缨 1
龙鳞护 龙鳞护 1
罗巾帻 罗巾帻 1
香绵甲 香绵甲 1
雪光飞 雪光飞 1
常依宝 常依宝 1
帅旗 帅旗 1
马前马 马前马 1
候吕方 候吕方 1
宝冠珠 宝冠珠 1
柳绿征 柳绿征 1
包天胆 包天胆 1
乌纱唐 乌纱唐 1
罗衫紫 罗衫紫 1
麻札刀 麻札刀 1
金明 金明 2
金翠 金翠 2
柳叶黄 柳叶黄 1
明金 明金 2
朱幡 朱幡 4
青萍 青萍 1
黄罗衫子 黄罗衫子 1
翠花娇 翠花娇 1
金青罗 金青罗 2
翠笔 翠笔 1
衣鹤舞 衣鹤舞 1
朱履映 朱履映 1
环珮玎 环珮玎 1
文武双全 文武双全 3
师范 师范 1
红罗伞 红罗伞 1
展红云 展红云 1
列龟蛇 列龟蛇 1
静里 静里 1
孔明施 孔明施 1
李靖 李靖 2
马直冲 马直冲 1
童贯见 童贯见 4
毕胜二 毕胜二 1
万军 万军 1
马军放 马军放 2
童贯再 童贯再 2
马齐 马齐 1
马似 马似 1
酆美谏 酆美谏 1
童贯早 童贯早 1
延便 延便 1
黄旗军 黄旗军 3
童贯只 童贯只 1
童贯而 童贯而 2
王义挺 王义挺 1
