Id Label Weight
养老 养老 1
宋江依 宋江依 3
玉笋 玉笋 1
雪中玉 雪中玉 1
梅树 梅树 1
那婆子 那婆子 53
养的婆 养的婆 1
妙龄 妙龄 1
张三亦 张三亦 1
寻宋江 寻宋江 4
阎婆累 阎婆累 1
宋江只 宋江只 6
宋江立 宋江立 3
宋江进 宋江进 3
张三郎 张三郎 1
张时 张时 9
那婆惜 那婆惜 5
和三郎 和三郎 1
宋江正 宋江正 14
唐二哥 唐二哥 2
寻几贯 寻几贯 1
胡梯边 胡梯边 4
和婆惜 和婆惜 1
雁声 雁声 1
孤怀 孤怀 1
王公 王公 11
二陈汤 二陈汤 2
归寿 归寿 1
阿公 阿公 2
莫谓天 莫谓天 1
紫罗 紫罗 1
黑三 黑三 2
张三系 张三系 1
封书依 封书依 1
柳眉 柳眉 1
阎罗王 阎罗王 1
森罗殿 森罗殿 2
寒生庚 寒生庚 1
折玉 折玉 1
天未明 天未明 1
爱敬 爱敬 1
老王 老王 1
唐二 唐二 1
满天星 满天星 1
古人云 古人云 2
阎婆结 阎婆结 2
朱仝义 朱仝义 1
阎婆口 阎婆口 1
仁爱 仁爱 1
凤鸾 凤鸾 1
朱仝德 朱仝德 1
阎婆叉 阎婆叉 1
阎婆告 阎婆告 2
宋家庄 宋家庄 3
雷横二 雷横二 1
朴刀倚 朴刀倚 4
宋江定 宋江定 2
李广花 李广花 32
荣处 荣处 1
白虎山 白虎山 14
孔太公 孔太公 21
星孔明 星孔明 8
孔亮 孔亮 68
迟延 迟延 5
宋江谢 宋江谢 5
宋太 宋太 1
和四郎 和四郎 2
雷横坚 雷横坚 1
宁家 宁家 4
若遇宽 若遇宽 1
叶叶 叶叶 1
雁落 雁落 1
过府冲州 过府冲州 1
门迎阔 门迎阔 1
高峰 高峰 5
柳疏林 柳疏林 1
招贤 招贤 4
孙武子 孙武子 2
山亭 山亭 2
柴进扶 柴进扶 1
西轩 西轩 2
伏义疏 伏义疏 1
小庄 小庄 1
宋江辞 宋江辞 2
柴进唤 柴进唤 2
武松打虎 武松打虎 2
延士声 延士声 1
华似孟 华似孟 1
东阁纳 东阁纳 1
武松 武松 1035
千夫 千夫 1
宋江因 宋江因 9
宋江扶 宋江扶 5
武名松 武名松 2
武二郎 武二郎 2
柴进教 柴进教 2
万夫 万夫 1
凌云之志 凌云之志 1
宋江叫 宋江叫 21
宋江取 宋江取 5
宋清立 宋清立 1
招旗 招旗 1
胡鸟 胡鸟 1
钱勾 钱勾 1
老爹 老爹 8
黄叶 黄叶 3
云生 云生 3
半歇儿 半歇儿 1
阴云 阴云 8
弓药箭 弓药箭 1
亚肩叠背 亚肩叠背 2
托赖 托赖 2
仁德 仁德 7
贺庆喜 贺庆喜 1
莫向 莫向 3
武大郎 武大郎 17
母所生 母所生 3
潘金莲 潘金莲 6
云雨 云雨 7
紫石 紫石 4
望紫石 望紫石 2
金山 金山 7
玉柱 玉柱 6
柳叶 柳叶 5
玉生香 玉生香 3
席里 席里 1
母兄弟 母兄弟 1
顾管 顾管 1
汤水 汤水 2
武二 武二 14
恩相钧 恩相钧 1
孝悌 孝悌 1
丰年 丰年 4
宜瑞 宜瑞 1
飞琼 飞琼 1
吕蒙正 吕蒙正 1
生将武 生将武 1
雪晴 雪晴 2
武二蒙 武二蒙 1
瓦儿 瓦儿 2
张致 张致 1
王婆笑 王婆笑 9
徐三 徐三 1
陆小乙 陆小乙 1
哈哈笑 哈哈笑 2
梅汤 梅汤 4
伏惟 伏惟 1
孤凤 孤凤 1
玉皇殿 玉皇殿 1
王母宫 王母宫 1
比丘尼 比丘尼 1
姜茶 姜茶 2
叶儿 叶儿 2
智赛 智赛 1
马泊六 马泊六 3
潘安 潘安 2
邓通 邓通 2
武成 武成 1
王庙 王庙 1
白绢 白绢 6
路岐相 路岐相 1
黄道日 黄道日 2
胡桃 胡桃 2
了一 了一 1
阿母 阿母 1
大郎愚 大郎愚 1
白送 白送 1
王婆房 王婆房 5
陈仓 陈仓 1
王婆便 王婆便 4
路岐 路岐 1
洪饮 洪饮 1
文君奔 文君奔 1
司马 司马 2
连理枝 连理枝 1
香玉 香玉 1
许之物 许之物 2
雪梨 雪梨 6
高则声 高则声 4
王婆计 王婆计 1
王婆茶 王婆茶 1
王婆老 王婆老 3
云飞 云飞 1
汤里 汤里 1
白汤 白汤 2
戴上巾 戴上巾 1
何九叔 何九叔 62
九叔 九叔 7
凡百 凡百 2
刁徒 刁徒 4
何叔 何叔 1
千秋 千秋 5
安然 安然 1
扶九叔 扶九叔 1
胡卢 胡卢 1
乔老 乔老 1
有贤妻 有贤妻 1
安灵 安灵 1
钱垛 钱垛 1
之欢 之欢 1
萧墙 萧墙 2
托梦 托梦 5
那土兵 那土兵 2
那老狗 那老狗 1
扶大郎 扶大郎 1
姚二郎 姚二郎 5
姚文卿 姚文卿 1
赵四郎 赵四郎 2
赵仲铭 赵仲铭 1
胡正卿 胡正卿 10
张公 张公 1
吕太后 吕太后 1
高邻 高邻 6
武二便 武二便 1
边街阁 边街阁 1
孟州道 孟州道 5
松柏 松柏 2
尹陈文 尹陈文 3
向金銮 向金銮 1
常怀 常怀 2
黎民 黎民 8
李杜 李杜 1
龚黄 龚黄 1
陈府尹 陈府尹 4
陈文昭 陈文昭 1
王婆生 王婆生 1
凌迟 凌迟 3
奸夫淫妇 奸夫淫妇 1
烁石流金 烁石流金 1
大树林 大树林 1
绿纱衫儿 绿纱衫儿 1
桑皮 桑皮 1
黄发边 黄发边 1
柏木 柏木 1
小便 小便 1
美的 美的 1
张得那 张得那 1
柴歇 柴歇 1
那人纳 那人纳 2
伯伯 伯伯 23
孙元 孙元 1
杨志霸 杨志霸 1
张青道 张青道 9
何肯 何肯 1
安平 安平 7
牛汉 牛汉 1
施恩 施恩 134
封侯 封侯 6
陆梁 陆梁 1
施小虎 施小虎 1
任侠 任侠 2
巨林雄 巨林雄 1
敬爱 敬爱 1
管营相公 管营相公 9
文来文 文来文 1
武来武 武来武 1
黄仓 黄仓 1
鱼羹 鱼羹 1
汤来 汤来 2
仁惠 仁惠 1
松自思 松自思 1
金眼彪 金眼彪 9
怀羞 怀羞 1
石墩 石墩 2
石墩略 石墩略 1
望空 望空 8
安处 安处 1
云雷吼 云雷吼 1
蒋门神 蒋门神 69
施子 施子 1
赵城 赵城 1
张团练 张团练 23
蒋名忠 蒋名忠 1
道德 道德 7
望子 望子 1
施老 施老 2
金菊傍 金菊傍 1
翠柳 翠柳 2
黄槐 黄槐 1
王弘 王弘 1
苏轼 苏轼 1
林树里 林树里 1
林木 林木 6
池中 池中 4
醉里 醉里 1
西瓦子 西瓦子 3
秋波 秋波 3
宝钏围 宝钏围 1
崔护 崔护 1
闻一闻 闻一闻 1
望浑 望浑 1
玉环 玉环 2
妙语 妙语 1
蒋忠 蒋忠 2
闻听 闻听 1
蒋家 蒋家 1
马直来 马直来 1
醉颜 醉颜 1
玉露生 玉露生 1
张都监 张都监 59
郎中 郎中 1
地唤 地唤 1
段匹 段匹 1
柳藤 柳藤 2
玉露 玉露 2
雁初鸣 雁初鸣 1
养娘 养娘 3
银赏锺 银赏锺 1
玉兰 玉兰 13
秋水 秋水 7
凤钗 凤钗 2
宫阙 宫阙 2
琼楼玉宇 琼楼玉宇 1
高卷珠 高卷珠 1
绮户 绮户 1
别时圆 别时圆 1
阴晴圆 阴晴圆 1
张者监 张者监 1
花园里 花园里 4
麻索 麻索 5
那众军 那众军 1
屈招 屈招 1
叶孔目 叶孔目 9
爱金宝 爱金宝 1
小牢子 小牢子 17
鱼浦 鱼浦 1
福缘善 福缘善 1
荣华 荣华 4
施恩惠 施恩惠 2
九曜寺 九曜寺 1
香霭 香霭 1
钟声 钟声 3
明碧汉 明碧汉 1
朱户 朱户 3
胡梯口 胡梯口 1
高明 高明 5
白醒 白醒 1
能昭鉴 能昭鉴 1
张得 张得 1
蒙施 蒙施 1
养马 养马 1
权歇一 权歇一 2
张青引 张青引 1
保正人 保正人 1
须赖 须赖 1
杨二 杨二 7
伏虎降龙 伏虎降龙 1
高岭 高岭 3
阴中 阴中 2
凤迎鸾 凤迎鸾 1
红雨 红雨 1
毛虎义 毛虎义 1
闾阎 闾阎 2
王道 王道 3
庄农 庄农 1
寒威 寒威 1
山映 山映 1
梅开玉 梅开玉 1
苍龙 苍龙 10
乌皮 乌皮 1
黄狗 黄狗 1
乔松 乔松 4
小儿子 小儿子 1
孔兄 孔兄 1
孔明 孔明 49
孔明自 孔明自 1
宋江问 宋江问 8
阴晴不定 阴晴不定 1
花荣 花荣 271
招安 招安 124
归顺 归顺 24
宋江坚 宋江坚 7
武兄弟 武兄弟 1
盘翠盖 盘翠盖 1
仲冬 仲冬 2
望东 望东 3
红绢帕 红绢帕 1
毛虎 毛虎 2
燕名顺 燕名顺 1
牛子 牛子 3
燕顺道 燕顺道 13
王名英 王名英 1
郑天寿 郑天寿 39
宋三郎 宋三郎 9
仁兄 仁兄 60
闻得贤 闻得贤 1
何德能 何德能 1
寻小 寻小 1
山东人 山东人 3
山后 山后 21
王英 王英 25
侍儿 侍儿 3
花知寨 花知寨 21
刘高 刘高 34
刘知寨 刘知寨 29
宋江早 宋江早 3
宋江夜 宋江夜 1
花荣大 花荣大 4
智慧 智慧 1
海东青 海东青 1
弓开 弓开 1
小李广 小李广 5
武知寨 武知寨 1
金翠绣 金翠绣 1
花荣见 花荣见 6
封书 封书 1
花荣听 花荣听 6
宋清寄书 宋清寄书 1
崔氏 崔氏 1
花荣寨 花荣寨 5
那梯己 那梯己 1
科敛 科敛 2
徐行 徐行 1
牧丹 牧丹 1
云霞 云霞 4
映独鹤 映独鹤 1
玉梅 玉梅 1
雪柳 雪柳 1
华幡翠 华幡翠 1
丰登 丰登 1
宋江告 宋江告 4
解上州 解上州 7
刘丈 刘丈 3
花荣抢 花荣抢 2
麻索高 麻索高 1
花荣便 花荣便 10
花荣带 花荣带 2
朱缨 朱缨 15
刘高那 刘高那 3
白赖 白赖 2
慕容 慕容 36
慕容贵妃 慕容贵妃 2
山强 山强 2
武艺高强 武艺高强 7
黄信 黄信 124
立大功 立大功 3
刘高寨 刘高寨 1
刘高道 刘高道 3
张三时 张三时 1
花荣知 花荣知 1
黄都监 黄都监 1
黄某 黄某 1
花荣笑 花荣笑 2
寻花荣 寻花荣 1
黄信便 黄信便 4
刘高拿 刘高拿 1
刘高都 刘高都 1
刘高解 刘高解 1
花荣望 花荣望 2
生君莫 生君莫 1
利剑 利剑 5
毛虎燕 毛虎燕 7
小妹子 小妹子 3
花荣谢 花荣谢 1
若雷霆 若雷霆 1
秦明 秦明 227
秦明见 秦明见 10
司里 司里 1
马军 马军 69
马出城 马出城 19
列列 列列 1
戈戟 戈戟 3
秦明引 秦明引 5
秦明领 秦明领 2
秦明勒 秦明勒 3
秦明声 秦明声 1
花荣陪 花荣陪 2
容复听 容复听 1
战秦明 战秦明 5
马望 马望 1
秦明大怒 秦明大怒 3
望秦明 望秦明 2
步军先 步军先 4
木塞 木塞 1
呼风 呼风 1
秦明怒 秦明怒 1
秦明越 秦明越 1
马一拨 马一拨 1
秦明带 秦明带 3
秦明回 秦明回 4
秦明生 秦明生 1
闻朝廷 闻朝廷 4
宋江开 宋江开 5
宋江恰 宋江恰 2
相敬相 相敬相 2
晓夜 晓夜 8
恩官 恩官 1
秦明笑 秦明笑 1
石将军 石将军 7
天公 天公 2
申将 申将 3
唐寄书 唐寄书 1
宋江教 宋江教 20
花荣先 花荣先 1
子老 子老 1
马上正 马上正 2
马扎 马扎 1
金圈玉 金圈玉 1
方天戟 方天戟 10
红甲 红甲 4
寒霜 寒霜 1
玉兽 玉兽 1
白甲 白甲 4
白雪 白雪 3
和梅蕊 和梅蕊 1
李粉 李粉 1
玉井 玉井 3
宋无忌 宋无忌 1
冯夷 冯夷 3
玉狻猊 玉狻猊 2
红云 红云 2
马向前 马向前 7
金钱豹 金钱豹 10
子尾 子尾 2
花荣马 花荣马 1
温侯吕 温侯吕 6
吕方 吕方 75
郭名盛 郭名盛 1
嘉陵 嘉陵 2
赛仁贵 赛仁贵 6
郭盛 郭盛 70
都依允 都依允 3
吕方先 吕方先 1
官道傍 官道傍 1
白搭 白搭 1
孙子 孙子 3
宋皇帝 宋皇帝 4
石名勇 石名勇 1
石勇 石勇 83
宋江接 宋江接 3
何异 何异 3
朱贵见 朱贵见 1
相谦 相谦 2
宾鸿 宾鸿 3
弓来 弓来 1
花荣意 花荣意 1
雁来 雁来 1
雁行 雁行 5
塞雁 塞雁 2
向云中 向云中 1
养由基 养由基 6
秦明才 秦明才 1
老叔 老叔 1
令尊 令尊 4
老叔休 老叔休 1
戴孝 戴孝 1
戴宗 戴宗 345
李俊 李俊 200
之以地 之以地 1
赵能 赵能 12
赵得 赵得 6
赵能道 赵能道 6
庄少叙 庄少叙 1
庄上歇 庄上歇 1
解到县里 解到县里 1
钱帛 钱帛 2
江州牢 江州牢 6
李万 李万 3
侍奉 侍奉 4
展云翰 展云翰 1
于不忠 于不忠 1
晁盖谢 晁盖谢 1
神行太保 神行太保 39
宋江笑 宋江笑 13
解药灌 解药灌 2
扬子江 扬子江 11
龙李俊 龙李俊 14
李立 李立 39
童威 童威 60
宋江四 宋江四 2
李俊同 李俊同 2
李立道 李立道 5
胡行 胡行 2
童猛 童猛 51
宋江再 宋江再 13
郑元和 郑元和 1
洪涛 洪涛 3
巨鲸 巨鲸 1
薛永 薛永 45
薛永道 薛永道 3
小郎 小郎 3
望大 望大 1
钟韵 钟韵 1
小浦 小浦 1
桑麻青 桑麻青 1
宋江陪 宋江陪 2
阴德 阴德 1
仰天 仰天 7
那梢公 那梢公 26
那长汉 那长汉 4
托叉 托叉 1
李大哥 李大哥 22
沙滩 沙滩 2
穆家哥 穆家哥 2
宋江则 宋江则 1
小孤山 小孤山 4
张横 张横 102
黄髯赤 黄髯赤 1
雪练 雪练 4
张顺 张顺 189
胡哨 胡哨 1
穆名弘 穆名弘 1
穆春 穆春 36
有三霸 有三霸 1
穆弘笑 穆弘笑 1
庄伏礼 庄伏礼 1
穆弘 穆弘 80
穆太公 穆太公 11
穆弘真 穆弘真 1
弘道 弘道 9
穆弘庄 穆弘庄 4
宋江收 宋江收 8
德章 德章 1
蔡九 蔡九 43
宋江别 宋江别 3
宋江答 宋江答 1
金陵 金陵 5
罗衫常 罗衫常 1
戴宗才 戴宗才 1
戴宗问 戴宗问 5
戴宗笑 戴宗笑 6
戴宗便 戴宗便 11
黄眉 黄眉 1
李逵 李逵 1015
戴宗道 戴宗道 104
李名逵 李名逵 2
李铁 李铁 2
宋哥哥 宋哥哥 3
耿直 耿直 2
银来拜 银来拜 1
戴宗面 戴宗面 2
江景则 江景则 1
小张乙 小张乙 16
齐上 齐上 3
白乐天 白乐天 1
白傅 白傅 1
陈迹 陈迹 2
齐飞 齐飞 1
玉壶 玉壶 4
别浦 别浦 1
公垂钩 公垂钩 1
紫霄峰 紫霄峰 1
乐天 乐天 1
鱼辣汤 鱼辣汤 1
汤汁 汤汁 1
宋大哥 宋大哥 1
碧浪 碧浪 1
体按庚 体按庚 1
元帅 元帅 32
黑虎 黑虎 2
墨汁 墨汁 1
碧波 碧波 2
张二哥 张二哥 2
张顺再 张顺再 5
张顺早 张顺早 5
戴宗见 戴宗见 4
白水 白水 1
张顺道 张顺道 42
张顺纳 张顺纳 1
清德 清德 5
张顺笑 张顺笑 1
张顺略 张顺略 1
张顺自 张顺自 3
乔林 乔林 1
体似燕 体似燕 1
古云 古云 1
戴宗传 戴宗传 7
了钗环 了钗环 1
玉莲 玉莲 1
于礼 于礼 2
曲允 曲允 2
张顺大 张顺大 2
宋老儿 宋老儿 2
宋江先 宋江先 10
张顺送 张顺送 2
张横书 张横书 1
张顺因 张顺因 2
张顺见 张顺见 5
赵差 赵差 1
勾惹吟 勾惹吟 1
蓝桥 蓝桥 1
西江月 西江月 22
黄巢 黄巢 3
文炳 文炳 5
过江 过江 1
黄文炳 黄文炳 95
恩相曾 恩相曾 1
司天监 司天监 2
吴楚 吴楚 2
于今 于今 1
戴宗声 戴宗声 1
戴宗入 戴宗入 1
明炳 明炳 1
玉皇大帝 玉皇大帝 2
戴宗领 戴宗领 1
戴宗自 戴宗自 8
戴宗回 戴宗回 6
戴宗早 戴宗早 1
宗正 宗正 1
蔡德章 蔡德章 1
曾寄 曾寄 1
戴宗来 戴宗来 5
吴用谏 吴用谏 10
童谣 童谣 1
黄鲁直 黄鲁直 1
米元章 米元章 1
吴用知 吴用知 1
玉石 玉石 3
玉臂匠 玉臂匠 7
戴宗径 戴宗径 1
萧先生 萧先生 1
金大坚 金大坚 37
戴宗同 戴宗同 3
龙章 龙章 3
萧让唤 萧让唤 1
金大 金大 1
戴宗三 戴宗三 2
萧让 萧让 2
戴宗取 戴宗取 4
白龙庙 白龙庙 10
仁后必昌 仁后必昌 1
何良策 何良策 3
戴宗谢 戴宗谢 1
真乃神 真乃神 1
习学得 习学得 1
曾见府 曾见府 1
戴宗唤 戴宗唤 1
承奉恩 承奉恩 1
戴宗告 戴宗告 3
黄孔目 黄孔目 3
花双摇 花双摇 1
戴宗前 戴宗前 1
蔡某 蔡某 1
戴宗曾 戴宗曾 1
白龙 白龙 2
恩兄 恩兄 1
明珠 明珠 5
李俊引 李俊引 3
晁某 晁某 1
波红 波红 2
念奴娇 念奴娇 3
周瑜 周瑜 3
小乔初 小乔初 1
羽扇纶巾 羽扇纶巾 1
曹操 曹操 3
薛永九筹 薛永九筹 1
朱贵先 朱贵先 1
郭盛四 郭盛四 4
江红 江红 1
明文 明文 2
薛永便 薛永便 1
智高 智高 1
侯健 侯健 30
薛永引 薛永引 1
侯名健 侯名健 1
薛永为 薛永为 1
侯兄 侯兄 1
黄文烨 黄文烨 5
生二子 生二子 1
修桥补路 修桥补路 1
黄佛子 黄佛子 2
黄蜂 黄蜂 2
侯家 侯家 1
张顺只 张顺只 2
云梦泽 云梦泽 1
童守船 童守船 1
侯健闪 侯健闪 1
薛永寻 薛永寻 1
了文炳 了文炳 1
戴宗报 戴宗报 3
张起弓 张起弓 1
栾巴 栾巴 1
严训 严训 1
戴宗各 戴宗各 1
盘桓 盘桓 1
欧名鹏 欧名鹏 1
云金翅 云金翅 7
欧鹏 欧鹏 61
蒋名敬 蒋名敬 1
布阵 布阵 2
蒋敬名 蒋敬名 1
马名麟 马名麟 1
铁笛仙 铁笛仙 7
马麟 马麟 59
陶名宗旺 陶名宗旺 1
陶宗旺 陶宗旺 17
宋万先 宋万先 2
宋江若 宋江若 1
蒋敬 蒋敬 20
晁盖教 晁盖教 2
赵都头 赵都头 1
晁盖之 晁盖之 3
望阴灵 望阴灵 1
赵得道 赵得道 4
阴灵 阴灵 1
龙墀 龙墀 3
童子 童子 20
宋星主 宋星主 5
侍立在 侍立在 5
朱颜绿发 朱颜绿发 1
银缕 银缕 1
金霞 金霞 6
董双成 董双成 1
宋江行 宋江行 3
翠柳夭 翠柳夭 1
石洞里 石洞里 1
宋江入 宋江入 6
碧瓦 碧瓦 7
双凤 双凤 4
翠霭 翠霭 1
从龙墀 从龙墀 1
龙凤 龙凤 12
望天慈 望天慈 2
扶上锦墩 扶上锦墩 1
朱帘 朱帘 1
金碧交 金碧交 4
凤烛 凤烛 1
飞凤 飞凤 1
金缕 金缕 3
蓝田玉 蓝田玉 2
白玉圭 白玉圭 5
映云环 映云环 1
王母 王母 1
居月殿 居月殿 1
黄罗 黄罗 1
汝可 汝可 1
全忠 全忠 3
安民 安民 13
北幽南 北幽南 1
琼楼金阙 琼楼金阙 2
宋江想 宋江想 2
伏望圣 伏望圣 1
通溟 通溟 1
赵能正 赵能正 1
赵能一斧 赵能一斧 1
石勇引 石勇引 2
李立引 李立引 1
戴宗引 戴宗引 4
祝谢仁 祝谢仁 1
宋清策 宋清策 1
续后 续后 6
赖众兄弟 赖众兄弟 2
闻先生 闻先生 1
老尊堂 老尊堂 1
黄白之 黄白之 2
晁盖定 晁盖定 1
李家兄弟 李家兄弟 1
宋江点 宋江点 3
朱贵原 朱贵原 1
朱富 朱富 33
李达 李达 10
朱富来 朱富来 1
晓星 晓星 2
朴树 朴树 1
白兔 白兔 1
静复深 静复深 1
西风 西风 6
满疏林 满疏林 1
红绢 红绢 3
李鬼 李鬼 16
养娘全 养娘全 1
望小路 望小路 4
雁阵 雁阵 2
闻声 闻声 1
波涛 波涛 2
寄希望于 寄希望于 1
石阶 石阶 1
小虎儿 小虎儿 1
小虎 小虎 4
母大虫 母大虫 13
老虎 老虎 1
狄梁 狄梁 1
李存孝 李存孝 1
曹太公 曹太公 18
笛鸣 笛鸣 1
李云 李云 50
朱富道 朱富道 8
李都头 李都头 1
朱贵托 朱贵托 1
朱富便 朱富便 1
李云道 李云道 1
里正 里正 1
李云挺 李云挺 1
石秀 石秀 200
五胡 五胡 1
云扰振 云扰振 1
汉廷 汉廷 1
由屠钓 由屠钓 1
莫惜 莫惜 1
朱富笑 朱富笑 1
宋二 宋二 5
宋二人 宋二人 1
望风 望风 4
公之德 公之德 1
侯健管 侯健管 2
李云监 李云监 2
令穆春 令穆春 1
朱富管 朱富管 1
公孙一清 公孙一清 2
戴宗兄弟 戴宗兄弟 1
戴宗别 戴宗别 1
魏府 魏府 1
石洞 石洞 1
杨名林 杨名林 2
杨林 杨林 100
宋二公 宋二公 9
杨林道 杨林道 5
蓟州管 蓟州管 3
戴宗行 戴宗行 1
水绕峰 水绕峰 1
盖天军 盖天军 4
邓名飞 邓名飞 1
双睛红 双睛红 1
邓飞 邓飞 54
关扑汉 关扑汉 1
孟名康 孟名康 1
孟康 孟康 28
那孟康 那孟康 1
真州 真州 1
裴名宣 裴名宣 1
裴宣极 裴宣极 1
裴宣 裴宣 46
何愁 何愁 1
诸公 诸公 2
老树映 老树映 1
采云 采云 1
安寨栅 安寨栅 1
戴宗定 戴宗定 1
杨林正 杨林正 1
林立 林立 1
凤眼朝 凤眼朝 2
杨名雄 杨名雄 1
关索杨 关索杨 11
杨雄 杨雄 188
张保 张保 11
杨雄道 杨雄道 46
柴来 柴来 1
真豪杰 真豪杰 1
石名秀 石名秀 3
石秀道 石秀道 62
石秀叹 石秀叹 1
杨雄便 杨雄便 8
郎石秀 郎石秀 9
石秀见 石秀见 10
潘公 潘公 31
石秀笑 石秀笑 6
石秀看 石秀看 8
白生生 白生生 1
巧云 巧云 1
王押司 王押司 5
石秀便 石秀便 14
石秀推 石秀推 1
屠宰 屠宰 3
石秀自 石秀自 12
杨雄醉 杨雄醉 2
潘巧云 潘巧云 2
石秀智 石秀智 1
裴如海 裴如海 1
修二祖 修二祖 1
莫前修 莫前修 1
檀香 檀香 1
真紫 真紫 1
尼姑 尼姑 1
仰观 仰观 3
老诚 老诚 1
裴家 裴家 1
莫信直 莫信直 1
须防仁 须防仁 1
裴如 裴如 1
铃杵 铃杵 1
乔素 乔素 1
班首 班首 1
沙弥 沙弥 1
那众僧 那众僧 1
高僧 高僧 3
石秀都 石秀都 4
小僧将去分 小僧将去分 1
阿婆 阿婆 1
迎儿 迎儿 22
宝刹 宝刹 1
和贤妹 和贤妹 1
师哥 师哥 5
托子 托子 1
迎儿立 迎儿立 1
静乐 静乐 1
石米 石米 1
言娇语 言娇语 1
甘露水 甘露水 1
恩爱 恩爱 2
香桌儿 香桌儿 11
胡道 胡道 13
恩惠 恩惠 2
胡道便 胡道便 2
潘公后 潘公后 1
张得迎儿 张得迎儿 1
小便宜 小便宜 1
石秀正 石秀正 1
石秀听 石秀听 5
戴顶 戴顶 2
石秀引 石秀引 1
石秀只 石秀只 3
胡发 胡发 1
和迎儿 和迎儿 1
解巾帻 解巾帻 1
尚明 尚明 2
石秀兄弟 石秀兄弟 4
石秀家 石秀家 1
潘姬太 潘姬太 1
龙画虎 龙画虎 1
石秀相 石秀相 1
屈膝 屈膝 1
陈告 陈告 2
翠屏山 翠屏山 6
祝家庄 祝家庄 90
古贤 古贤 1
王客 王客 1
仰本寺 仰本寺 1
曲儿 曲儿 3
满盈 满盈 1
立雪 立雪 1
胡道者 胡道者 1
若翠屏 若翠屏 1
老桧摩云 老桧摩云 1
白杨 白杨 1
崔嵬 崔嵬 2
那丫头 那丫头 1
高唐州 高唐州 37
潘公自 潘公自 1
祝朝奉 祝朝奉 16
祝氏 祝氏 6
耶耶 耶耶 1
黄猩子 黄猩子 1
石秀大 石秀大 2
庄园 庄园 1
杜名兴 杜名兴 1
杜兴 杜兴 56
杜兴道 杜兴道 9
杜兴便 杜兴便 1
扈家庄 扈家庄 14
李家庄 李家庄 6
祝龙 祝龙 20
祝虎 祝虎 9
祝彪 祝彪 31
栾廷玉 栾廷玉 25
扈太公 扈太公 4
扈三娘 扈三娘 33
李大官人 李大官人 7
李应 李应 69
杜兴入 杜兴入 1
李应真 李应真 1
杜兴引 杜兴引 1
李应便 李应便 1
李应教 李应教 1
李应道 李应道 8
李应问 李应问 1
李应唤 李应唤 1
庄东 庄东 1
祝家 祝家 9
李应听 李应听 2
石秀谏 石秀谏 1
戴上凤 戴上凤 1
那庄 那庄 2
子祝彪 子祝彪 2
金凤翅 金凤翅 1
弓和箭 弓和箭 1
宝镫 宝镫 4
祝彪道 祝彪道 5
李应大怒 李应大怒 1
杨林引 杨林引 3
杨雄石 杨雄石 1
宋江劝 宋江劝 2
石秀拜 石秀拜 1
于路摇 于路摇 2
宋江诸 宋江诸 4
庄迅 庄迅 1
丛密 丛密 1
却见杨 却见杨 1
白杨树 白杨树 7
穆弘居 穆弘居 1
文韬武略 文韬武略 1
左军 左军 6
伏兵 伏兵 26
养疾 养疾 1
秦明权 秦明权 1
庄兵 庄兵 6
宋江久 宋江久 2
祝公 祝公 1
西一彪 西一彪 1
马舞刀 马舞刀 9
青纵马 青纵马 2
欧鹏祖 欧鹏祖 1
马麟斗 马麟斗 1
马麟引 马麟引 2
雪撒 雪撒 1
祝龙斗 祝龙斗 2
那祝龙 那祝龙 1
秦明马 秦明马 1
祝虎守 祝虎守 1
马望东 马望东 1
琼瑶 琼瑶 1
祝龙教 祝龙教 1
解珍解 解珍解 1
宝双 宝双 1
孙立孙 孙立孙 1
解珍 解珍 128
那解珍 那解珍 1
弓开满 弓开满 2
腾天 腾天 1
蒲叶 蒲叶 1
伏至四 伏至四 1
毛太公 毛太公 29
赖处 赖处 1
解氏 解氏 1
毛家 毛家 1
毛仲义 毛仲义 8
解宝谢 解宝谢 2
王名正 王名正 1
王正 王正 1
王孔目 王孔目 3
乐和舅 乐和舅 2
孤掌 孤掌 2
顾大嫂 顾大嫂 93
孙新 孙新 54
孙立 孙立 81
翠领 翠领 1
和姆姆 和姆姆 1
才俊 才俊 1
乌龙 乌龙 14
鸿鹄 鸿鹄 2
小尉迟 小尉迟 3
尉迟恭 尉迟恭 2
孙新道 孙新道 6
孙新笑 孙新笑 1
邹渊 邹渊 50
邹润 邹润 36
孙新引 孙新引 1
邹名渊 邹名渊 1
林龙 林龙 5
邹润道 邹润道 2
乐大娘子 乐大娘子 10
孙新专 孙新专 1
孙新入 孙新入 3
孙名立 孙名立 1
尉迟 尉迟 2
尉迟孙立 尉迟孙立 18
孙立便 孙立便 4
孙立入 孙立入 1
孙立同 孙立同 1
孙立道 孙立道 11
乐阿舅 乐阿舅 1
孙新宰 孙新宰 1
邹渊领 邹渊领 1
望亭 望亭 1
齐发喊 齐发喊 2
邹润早 邹润早 2
孙立引 孙立引 1
金银财宝 金银财宝 3
齐放 齐放 1
宋江寨 宋江寨 8
孙立教 孙立教 1
心慈 心慈 1
通臂猿 通臂猿 4
扈成 扈成 9
师学艺 师学艺 1
孙立笑 孙立笑 1
任登州 任登州 1
孙立动 孙立动 2
战祝彪 战祝彪 2
宋江阵 宋江阵 33
祝虎大怒 祝虎大怒 1
孙立早 孙立早 1
