Source Target Weight
蔡九 黄文烨 9
宋江别 宋江 6
宋江别 宋江道 6
宋江答 宋江 4
金陵 石秀 7
金陵 和尚 8
金陵 高太尉 4
戴宗问 戴宗 15
戴宗问 宋江 6
戴宗问 李逵 8
戴宗问 张顺 4
戴宗问 戴宗道 6
戴宗问 杨林 5
戴宗问 小可 4
戴宗笑 戴宗 11
戴宗笑 宋江 5
戴宗笑 戴宗道 11
戴宗笑 李逵 16
戴宗笑 燕青 9
戴宗笑 李师师 6
戴宗便 宋公明 6
戴宗便 戴宗 16
戴宗便 宋江 17
戴宗便 宋江道 8
戴宗便 戴宗道 11
戴宗便 李逵 30
戴宗便 布衫 5
戴宗便 张顺道 8
戴宗便 朱贵 4
戴宗便 梁山泊 5
戴宗便 朱贵道 4
戴宗便 杨太尉 4
李逵 宋江见 47
李逵 戴宗道 257
李逵 小牢子 5
李逵 李名逵 11
李逵 祖贯 5
李逵 李铁 5
李逵 宋江 972
李逵 戴宗 506
李逵 宋江笑 22
李逵 仁兄 37
李逵 黑宋江 16
李逵 宋公明 123
李逵 宋江便 77
李逵 宋江道 321
李逵 宋哥哥 5
李逵 耿直 5
李逵 寻思 90
李逵 小张乙 115
李逵 布衫 94
李逵 李大哥 75
李逵 齐上 8
李逵 宋江听 41
李逵 白乐天 4
李逵 戴宗便 30
李逵 宋江因 5
李逵 戴宗笑 16
李逵 真好汉 6
李逵 宋大哥 6
李逵 绿杨树 11
李逵 寻人 19
李逵 白布 8
李逵 雪练 12
李逵 那时快 12
李逵 戴宗问 8
李逵 张顺 101
李逵 张横 49
李逵 张二哥 12
李逵 张顺再 8
李逵 张顺早 8
李逵 戴宗见 16
李逵 白水 8
李逵 张顺道 52
李逵 宋押司 6
李逵 张顺纳 6
李逵 清德 7
李逵 小可 34
李逵 穆弘 66
李逵 苏醒 5
李逵 于礼 4
李逵 相敬之 4
李逵 曲允 4
李逵 张顺大 4
李逵 宋老儿 8
李逵 宋江先 5
李逵 那老儿 14
李逵 张顺送 5
李逵 张横书 4
李逵 宋江自 9
李逵 蔡九 9
李逵 晁盖 80
李逵 晁盖便 13
李逵 小喽啰 42
李逵 花荣 65
李逵 黄信 31
李逵 吕方 36
李逵 郭盛 31
李逵 林木 8
李逵 花荣便 8
李逵 朱贵 101
李逵 阮小七 12
李逵 穆春 13
李逵 薛永 13
李逵 庄客 109
李逵 李俊引 5
李逵 李立 19
李逵 童威 12
李逵 童猛 11
李逵 太公 196
李逵 梁山泊 278
李逵 晁天王 10
李逵 白龙庙 11
李逵 马军 42
李逵 齐声 11
李逵 孔明 11
李逵 刘唐 31
李逵 杜迁 24
李逵 宋万 16
李逵 郑天寿 12
李逵 石勇 29
李逵 阮小二 10
李逵 阮小五 7
李逵 白胜 19
李逵 李俊 52
李逵 郭盛四 4
李逵 穆太公 6
李逵 庄上来 9
李逵 侯健 12
李逵 黄文炳 20
李逵 贺喜 10
李逵 阮家三 9
李逵 吴用 261
李逵 公孙胜 180
李逵 林冲 77
李逵 秦明 40
李逵 金大坚 6
李逵 金沙滩 18
李逵 欧鹏 27
李逵 蒋敬 10
李逵 马麟 37
李逵 陶宗旺 7
李逵 钱粮 6
李逵 言语 65
李逵 松树 22
李逵 李家兄弟 6
李逵 宋江点 6
李逵 朱贵原 5
李逵 朱富 48
李逵 李达 38
李逵 张大哥 7
李逵 朱贵道 24
李逵 续后 9
李逵 朱富来 5
李逵 晓星 5
李逵 明朗 25
李逵 朴树 5
李逵 白兔 5
李逵 叶儿 6
李逵 红绢 6
李逵 胡行 6
李逵 朴刀来 25
李逵 饶恕 6
李逵 李鬼 74
李逵 养娘 5
李逵 山后 11
李逵 养娘全 7
李逵 望小路 16
李逵 飞也似 23
李逵 闻声 7
李逵 寄希望于 7
李逵 石阶 7
李逵 小虎儿 7
李逵 小虎 25
李逵 母大虫 47
李逵 老虎 10
李逵 云生 10
李逵 光辉 11
李逵 白额虎 10
李逵 弓弩 7
李逵 和娘 5
李逵 李存孝 5
李逵 索子 20
李逵 曹太公 78
李逵 老公 4
李逵 朴刀倚 5
李逵 笛鸣 5
李逵 李云 42
李逵 朱富道 15
李逵 蒙汗药 5
李逵 朱贵便 4
李逵 宋江教 5
李逵 裴宣 17
李逵 祝家庄 20
李逵 孟康 8
李逵 杨雄 30
李逵 石秀 29
李逵 杨林 18
李逵 邓飞 22
李逵 小寨 6
李逵 杜兴 20
李逵 李应 19
李逵 马来 25
李逵 扈家庄 13
李逵 孙立 16
李逵 庄兵 5
李逵 李广花 8
李逵 关索杨 4
李逵 祝龙 9
李逵 邹渊 6
李逵 邹润 7
李逵 解珍 44
李逵 孙新 17
李逵 顾大嫂 15
李逵 祝虎 8
李逵 宋江阵 15
李逵 祝龙斗 4
李逵 望庄后 4
李逵 里祝龙 4
李逵 马望北 4
李逵 祝彪 14
李逵 扈成 12
李逵 扈太公 6
李逵 马匹 15
李逵 扈成那 4
李逵 宋清 9
李逵 宾客 4
李逵 朱仝 175
李逵 雷横 27
李逵 相公 25
李逵 朱仝心 6
李逵 姓甚名谁 23
李逵 须儿 4
李逵 林子里 15
李逵 林子 11
李逵 宦之家 4
李逵 庄里有 11
李逵 柴进 87
李逵 殷天锡 47
李逵 高唐州 60
李逵 柴大官人 79
李逵 大官人 26
李逵 宋江引 4
李逵 柴进庄 5
李逵 柴皇城 29
李逵 柴进笑 7
李逵 龙子龙孙 4
李逵 须连累 6
李逵 严令 8
李逵 宋江央 9
李逵 马步军 15
李逵 罗真人 198
李逵 蓟州寻 13
李逵 戴宗自 16
李逵 张时 26
李逵 戴宗取 10
李逵 如云 7
李逵 李大 7
李逵 老爹 7
李逵 戴宗转 9
李逵 戴宗瞅 4
李逵 施礼 21
李逵 公孙胜先生 4
李逵 莫言 6
李逵 公孙胜先 4
李逵 扶娘入 4
李逵 太莽 4
李逵 松鹤轩 33
李逵 童子 19
李逵 那老仙 4
李逵 宿一宵 9
李逵 元阳 11
李逵 冷笑 14
李逵 何干 6
李逵 石岩 4
李逵 红云 4
李逵 冉冉 4
李逵 青红二云 4
李逵 白云 5
李逵 那青 5
李逵 红二云 5
李逵 侍立在 10
李逵 道德 10
李逵 黄巾力士 19
李逵 马府尹 18
李逵 虞候 9
李逵 李二 9
李逵 蓟州牢 10
李逵 宿歇 9
李逵 何神 5
李逵 宝剑 6
李逵 扶侍 5
李逵 汤名隆 6
李逵 金钱豹 6
李逵 高姓大名 6
李逵 汤隆 64
李逵 蔺仁 8
李逵 黑洞洞 8
李逵 探时 8
李逵 索上 7
李逵 雷横先 7
李逵 呼延 32
李逵 扈三娘 10
李逵 尉迟孙立 5
李逵 杨林引 4
李逵 旷野 4
李逵 伏兵 5
李逵 徐宁 17
李逵 招安 39
李逵 史文恭 43
李逵 史进 22
李逵 武松 47
李逵 杨志 8
李逵 施恩 5
李逵 韩滔 14
李逵 李衮 136
李逵 孔亮 10
李逵 周通 7
李逵 曹正 8
李逵 朱武 12
李逵 陈达 5
李逵 杨春 5
李逵 凌振 25
李逵 张青 4
李逵 孙二娘 7
李逵 段景住 9
李逵 玉麒麟 13
李逵 卢俊义 143
李逵 若依 4
李逵 小二哥 15
李逵 吴用唤 7
李逵 卢员外 26
李逵 蒙员外 4
李逵 东闪西躲 7
李逵 和尚 21
李逵 花和尚 13
李逵 神行太保 9
李逵 石秀二 4
李逵 梁中书 10
李逵 蔡太师 4
李逵 龙史进 8
李逵 索超 24
李逵 庾家疃 5
李逵 红旗 11
李逵 安道全 8
李逵 关胜引 5
李逵 郝思文 12
李逵 樊瑞 46
李逵 卢某 4
李逵 吴用劝 6
李逵 燕青 495
李逵 蔡福 9
李逵 蔡庆 11
李逵 关胜 34
李逵 杨志领 9
李逵 王定六 4
李逵 白吃 9
李逵 韩伯龙 40
李逵 祖传 5
李逵 焦挺 39
李逵 寇州 5
李逵 鲍名旭 5
李逵 鲍旭 112
李逵 魏二 7
李逵 宣赞 10
李逵 鲍旭道 7
李逵 魏定国 13
李逵 公朱仝 4
李逵 项充 116
李逵 宋江闻 4
李逵 曾升 6
李逵 玉狮子 6
李逵 郁保四 20
李逵 张清 13
李逵 皇甫端 7
李逵 董平 24
李逵 呼保义 4
李逵 文武 4
李逵 万寿门 8
李逵 封丘 9
李逵 李师师 47
李逵 高太尉 14
李逵 李妈妈 5
李逵 戴宗引 4
李逵 杨太尉 21
李逵 东焠西 5
李逵 戴宗先 5
李逵 牛头山 7
李逵 燕青拖 23
李逵 陈留县 8
李逵 焦黄 8
李逵 和燕青 6
李逵 庄主 6
李逵 燕青笑 6
李逵 那太公 6
李逵 老汉 10
李逵 小乙哥 8
李逵 王小二 23
李逵 燕青离 7
李逵 公正 7
李逵 燕小乙 13
李逵 燕青径 5
李逵 花颜 4
李逵 刘太公 78
李逵 宋江收 7
李逵 柴进径 10
李逵 荆杖 10
李逵 齐眉 6
李逵 古庙中 12
李逵 王名江 6
李逵 董名海 6
李逵 绿林中 6
李逵 燕青歇 12
李逵 泰岳 6
李逵 苍龙 6
李逵 望庙 6
李逵 那知州 7
李逵 白范阳 7
李逵 段子 7
李逵 寿张县 22
李逵 公吏人 14
李逵 宋江正 6
李逵 太尉 6
李逵 李虞候 6
李逵 陈太尉 6
李逵 张干 5
李逵 宋江叫 4
李逵 梁上跳 4
李逵 白旗 11
李逵 鲍旭仗 6
李逵 段鹏举 4
李逵 连珠炮 4
李逵 侍郎 19
李逵 楚明玉 11
李逵 曹明济 11
李逵 鲍旭引 4
李逵 宋兵 25
李逵 安抚 11
李逵 大柏树 6
李逵 贺统军 9
李逵 宋江军 5
李逵 贺云 6
李逵 宋江再 4
李逵 黄旗军 4
李逵 颜统军 4
李逵 宋江唤 4
李逵 元帅 7
李逵 颜小将军 6
李逵 战大辽 5
李逵 谢恩 4
李逵 宋江诸 4
李逵 宋江营 4
李逵 丰年 4
李逵 乐和潜 8
李逵 陈桥门 8
李逵 桑家瓦 16
李逵 关云长 8
李逵 索拴 8
李逵 关公 8
李逵 方腊 13
李逵 陈将士 4
李逵 南军 25
李逵 潘文得 6
李逵 钱振鹏 4
李逵 高可立 36
李逵 张近仁 26
李逵 高二 4
李逵 张二 6
李逵 宋军 7
李逵 彭二 7
李逵 卫忠 4
李逵 南兵 11
李逵 寒山寺 4
李逵 吴用听 4
李逵 费保 17
李逵 倪云 4
李逵 卜青 4
李逵 狄成 4
李逵 郭世广 6
李逵 赵毅 4
李逵 晁中 5
李逵 温克让 9
李逵 廉明 12
李逵 茅迪 6
李逵 汤逢士 4
李逵 厉天闰 8
李逵 张俭 9
李逵 石宝那 12
李逵 石宝 35
李逵 宝马 6
李逵 望马军 5
李逵 鲍旭早 5
李逵 宋江只 5
李逵 鲍旭抢 5
李逵 宝光国 5
李逵 邓元觉 8
李逵 郑魔君 31
李逵 郑彪 22
李逵 乌云 4
李逵 白昼 4
李逵 宋军阵 5
李逵 樊瑞三 5
李逵 武胜军 12
李逵 花知寨 7
李逵 宋江奏 8
戴宗道 宋江见 6
戴宗道 小牢子 4
戴宗道 李名逵 6
戴宗道 祖贯 8
戴宗道 李逵 257
戴宗道 李铁 4
戴宗道 宋江 77
戴宗道 戴宗 194
戴宗道 宋江笑 8
戴宗道 仁兄 13
戴宗道 黑宋江 10
戴宗道 宋公明 31
戴宗道 宋江便 7
戴宗道 宋江道 31
戴宗道 小可 44
戴宗道 宋江听 5
戴宗道 布衫 6
戴宗道 小张乙 5
戴宗道 李大哥 5
戴宗道 戴宗便 11
戴宗道 戴宗笑 11
戴宗道 戴宗问 6
戴宗道 张顺 27
戴宗道 张横 5
戴宗道 张顺道 16
戴宗道 言语 10
戴宗道 朱贵 15
戴宗道 梁山泊 26
戴宗道 朱贵道 12
戴宗道 神行太保 23
戴宗道 蔡九 7
戴宗道 施礼 8
戴宗道 金大坚 7
戴宗道 戴宗自 13
戴宗道 公孙胜 51
戴宗道 晁盖 6
戴宗道 李俊 5
戴宗道 高姓大名 4
戴宗道 杨名林 5
戴宗道 杨林 31
戴宗道 公孙胜先生 8
戴宗道 宋二公 4
戴宗道 公孙先生 4
戴宗道 杨林道 4
戴宗道 蓟州管 7
戴宗道 石秀道 8
戴宗道 石秀 6
戴宗道 吴用 15
戴宗道 蓟州寻 8
戴宗道 柴大官人 4
戴宗道 高唐州 9
戴宗道 寻思 9
戴宗道 张时 4
戴宗道 老爹 5
戴宗道 老汉 6
戴宗道 罗真人 25
戴宗道 师罗真人 6
戴宗道 安道全 12
戴宗道 金珠 5
戴宗道 李师师 16
戴宗道 燕青便 7
戴宗道 李妈妈 4
戴宗道 燕青 40
戴宗道 宿太尉 10
戴宗道 太尉 16
戴宗道 高太尉 4
戴宗道 虞候 4
李名逵 戴宗道 6
李名逵 李逵 11
李名逵 戴宗 5
李名逵 公孙胜 4
李铁 戴宗道 4
李铁 李逵 5
宋哥哥 戴宗 5
宋哥哥 宋江 4
宋哥哥 李逵 5
宋哥哥 朱贵 5
耿直 戴宗 7
耿直 李逵 5
耿直 罗真人 6
小张乙 李逵 115
小张乙 寻思 7
小张乙 宋江 17
小张乙 布衫 13
小张乙 李大哥 18
小张乙 齐上 4
小张乙 戴宗 5
小张乙 宋江听 5
小张乙 宋江便 10
小张乙 宋江道 15
小张乙 戴宗道 5
小张乙 白乐天 5
齐上 李逵 8
齐上 小张乙 4
齐上 贺统军 8
齐上 王尚书 6
齐上 李云 4
白乐天 李逵 4
白乐天 小张乙 5
玉壶 宋江 4
玉壶 张顺 6
宋大哥 李逵 6
元帅 关胜 13
元帅 宋江 35
元帅 阮小七 4
元帅 高太尉 6
元帅 梁山泊 4
元帅 卢俊义 6
元帅 朱仝 5
元帅 李逵 7
元帅 邢政 7
元帅 宋江军 4
元帅 宋兵 7
元帅 方腊 8
元帅 方天定 7
元帅 邓元觉 17
元帅 大将军 4
元帅 石宝 19
元帅 厉天闰 4
元帅 宝光国 4
元帅 柴进 5
元帅 祖士远 10
元帅 谭高 4
元帅 吕方 4
元帅 马麟 4
元帅 娄敏中 4
元帅 伍应星 4
元帅 郑魔君 6
张二哥 宋江 7
张二哥 戴宗 9
张二哥 李逵 12
张二哥 张顺 6
张顺再 戴宗 6
张顺再 李逵 8
张顺再 张顺 15
张顺再 张顺道 7
张顺再 寻思 4
张顺早 宋江 6
张顺早 戴宗 6
张顺早 李逵 8
张顺早 张顺 7
张顺早 黄文炳 4
张顺早 李固 7
戴宗见 戴宗 11
戴宗见 李逵 16
戴宗见 张顺 4
白水 戴宗 6
白水 李逵 8
白水 张顺 4
张顺道 张顺 101
张顺道 布衫 16
张顺道 李逵 52
张顺道 戴宗便 8
张顺道 戴宗 18
张顺道 李大哥 10
张顺道 戴宗道 16
张顺道 宋江 17
张顺道 黑宋江 8
张顺道 宋押司 8
张顺道 张顺纳 8
张顺道 清德 8
张顺道 张横 6
张顺道 宋公明 4
张顺道 索子 4
张顺道 林子里 4
张顺道 山东人 4
张顺道 梁山泊 9
张顺道 老汉 4
张顺道 仁义 4
张顺道 安道全 30
张顺道 王定六 23
张顺道 张旺 26
张顺道 李巧奴 6
张顺道 巧奴 4
张顺道 宿歇 9
张顺道 方腊 7
张顺道 吕师囊 7
张顺道 柴进 10
张顺道 张顺再 7
张顺道 金山寺 7
张顺道 陈将士 4
张顺道 虞候 4
张顺道 吴成 4
张顺道 李俊 10
张顺纳 李逵 6
张顺纳 张顺道 8
清德 李逵 7
清德 张顺道 8
清德 宋江 19
清德 徐宁 5
清德 卢俊义 6
清德 智真长老 4
张顺自 张顺 10
张顺自 宋江 6
戴宗传 宋江 18
戴宗传 卢俊义 7
戴宗传 吴用 8
戴宗传 李俊 4
戴宗传 徐宁 4
戴宗传 郝思文 5
于礼 李逵 4
于礼 宋江 6
于礼 董平 4
曲允 李逵 4
曲允 宋江 6
曲允 仁兄 7
曲允 公孙胜 6
张顺大 李逵 4
张顺大 宋江 4
张顺大 李固 6
宋老儿 戴宗 6
宋老儿 李逵 8
宋老儿 宋江 8
宋老儿 张顺 4
宋老儿 仁兄 4
宋江先 李逵 5
宋江先 宋江 20
宋江先 张顺 5
宋江先 宿太尉 4
宋江先 卢俊义 6
宋江先 公孙胜 6
宋江先 董平 7
宋江先 荆忠 4
宋江先 高太尉 4
宋江先 项元镇 5
宋江先 罗真人 6
宋江先 武松 5
张顺送 戴宗 4
张顺送 李逵 5
张顺送 宋江 11
张横书 李逵 4
张横书 宋江 4
张顺因 宋江 12
张顺因 张横 13
张顺见 宋江 11
张顺见 张顺 10
赵差 宋江 7
西江月 宋江 11
西江月 黄文炳 9
西江月 呼延 13
西江月 秦明 4
西江月 宣赞 7
西江月 关胜 5
西江月 林冲 7
西江月 郝思文 5
西江月 梁山泊 4
黄巢 宋江 6
黄巢 黄文炳 18
文炳 蔡九 7
文炳 黄文炳 11
文炳 黄文烨 4
黄文炳 文炳 11
黄文炳 蔡九 115
黄文炳 宋江 121
黄文炳 冷笑 12
黄文炳 西江月 9
黄文炳 那堪 9
黄文炳 凌云志 9
黄文炳 黄巢 18
黄文炳 金印 10
黄文炳 恩相 26
黄文炳 相公 71
黄文炳 恩相曾 5
黄文炳 司天监 5
黄文炳 吴楚 5
黄文炳 寻思 5
黄文炳 钱粮 8
黄文炳 于今 5
黄文炳 戴宗声 5
黄文炳 戴宗 31
黄文炳 宋江道 22
黄文炳 仁兄 7
黄文炳 高明 11
黄文炳 荣华 7
黄文炳 谢道 6
黄文炳 何劳 6
黄文炳 宋江教 6
黄文炳 真乃神 6
黄文炳 容复 4
黄文炳 习学得 4
黄文炳 令尊 8
黄文炳 曾见府 4
黄文炳 梁山泊 26
黄文炳 张顺 15
黄文炳 晁盖 22
黄文炳 花荣 6
黄文炳 薛永 16
黄文炳 宋江便 16
黄文炳 侯健 15
黄文炳 黄文烨 16
黄文炳 黄佛子 7
黄文炳 黄蜂 7
黄文炳 齐声 6
黄文炳 穆太公 7
黄文炳 李俊 20
黄文炳 张横 7
黄文炳 白胜 23
黄文炳 石勇 11
黄文炳 杜迁 11
黄文炳 童猛 5
黄文炳 宋江叫 8
黄文炳 小喽啰 6
黄文炳 童守船 4
黄文炳 宋江见 4
黄文炳 宋江问 4
黄文炳 侯健闪 4
黄文炳 宋江唤 4
黄文炳 薛永寻 4
黄文炳 李逵 20
黄文炳 穆弘庄 5
黄文炳 麻索 6
黄文炳 龙李俊 6
黄文炳 张顺早 4
黄文炳 庄上来 4
黄文炳 朱贵 5
黄文炳 宋万 5
黄文炳 柳树 4
黄文炳 母所生 4
黄文炳 贺喜 4
黄文炳 言语 4
恩相曾 黄文炳 5
司天监 黄文炳 5
吴楚 黄文炳 5
于今 黄文炳 5
戴宗声 黄文炳 5
玉皇大帝 戴宗 6
玉皇大帝 宋江 8
玉皇大帝 蔡九 5
戴宗领 蔡九 5
戴宗领 宋江 4
戴宗自 宋江 11
戴宗自 戴宗 20
戴宗自 戴宗道 13
戴宗自 李逵 16
戴宗自 张顺 6
戴宗自 安道全 6
戴宗自 方腊 5
戴宗自 李俊 4
戴宗回 宋江 9
戴宗回 燕青 6
蔡德章 朱贵 5
曾寄 戴宗 4
曾寄 朱贵 4
曾寄 朱贵道 4
曾寄 宋公明 4
戴宗来 戴宗 7
戴宗来 宋江 6
戴宗来 晁盖 4
戴宗来 吴用 5
吴用谏 戴宗 7
吴用谏 宋江 33
吴用谏 晁盖 6
吴用谏 吴用 13
吴用谏 花荣 4
吴用谏 宋江道 8
吴用谏 马麟 4
童谣 戴宗 4
玉石 晁盖 6
玉石 蔡京 4
玉石 吴用 4
玉石 宋江 4
玉臂匠 戴宗 8
玉臂匠 小可 4
玉臂匠 白银 4
玉臂匠 金大坚 9
金大坚 戴宗 44
金大坚 小可 7
金大坚 白银 6
金大坚 戴宗道 7
金大坚 玉臂匠 9
金大坚 萧让唤 4
金大坚 宿歇 4
金大坚 宋万 11
金大坚 郑天寿 8
金大坚 杜迁 8
金大坚 朱贵 16
金大坚 晁盖 17
金大坚 吴用 13
金大坚 小喽啰 6
金大坚 蔡京 7
金大坚 宋公明 9
金大坚 金沙滩 8
金大坚 蔡太师 6
金大坚 公孙胜 13
金大坚 林冲 9
金大坚 秦明 9
金大坚 宋江 37
金大坚 宋江道 9
金大坚 梁山泊 8
金大坚 刘唐 7
金大坚 阮小二 4
金大坚 阮小五 4
金大坚 阮小七 4
金大坚 白胜 8
金大坚 花荣 7
金大坚 黄信 8
金大坚 李逵 6
金大坚 李俊 8
金大坚 穆弘 6
金大坚 张横 8
金大坚 张顺 7
金大坚 吕方 8
金大坚 郭盛 8
金大坚 薛永 5
金大坚 穆春 7
金大坚 李立 6
金大坚 欧鹏 6
金大坚 蒋敬 10
金大坚 童威 9
金大坚 童猛 8
金大坚 马麟 8
金大坚 石勇 7
金大坚 侯健 9
金大坚 陶宗旺 7
金大坚 朱富 5
金大坚 钱粮 4
金大坚 宋清 6
金大坚 裴宣 6
金大坚 李应 7
金大坚 杨林 5
金大坚 孙新 4
金大坚 顾大嫂 4
金大坚 小寨 5
金大坚 解珍 4
金大坚 孟康 4
金大坚 杜兴 4
金大坚 孙立 5
金大坚 邓飞 4
金大坚 杨雄 4
金大坚 朱武 7
金大坚 凌振 5
金大坚 卢俊义 11
金大坚 安道全 5
金大坚 皇甫端 11
金大坚 智真长老 4
戴宗同 戴宗 4
戴宗同 燕青 9
萧让唤 金大坚 4
萧让唤 戴宗 4
戴宗三 高太尉 4
戴宗取 戴宗 9
戴宗取 李逵 10
戴宗取 李师师 12
戴宗取 宋江 4
白龙庙 梁山泊 6
白龙庙 张顺 6
白龙庙 宋江 17
白龙庙 张横 4
白龙庙 穆弘 8
白龙庙 穆春 4
白龙庙 李立 4
白龙庙 童威 4
白龙庙 童猛 4
白龙庙 晁盖 11
白龙庙 戴宗 4
白龙庙 李逵 11
白龙庙 小喽啰 6
白龙庙 朱贵 7
白龙庙 石勇 4
何良策 晁盖 4
何良策 吴用 5
何良策 宋江 5
何良策 卢俊义 4
戴宗谢 戴宗 4
真乃神 黄文炳 6
习学得 黄文炳 4
习学得 相公 4
曾见府 黄文炳 4
曾见府 相公 4
戴宗告 戴宗 10
戴宗告 梁山泊 4
戴宗告 罗真人 6
黄孔目 蔡九 6
黄孔目 宋江 21
黄孔目 戴宗 24
白龙 晁盖 4
恩兄 晁盖 4
李俊引 宋江 4
李俊引 李逵 5
李俊引 李俊 7
李俊引 费保 6
念奴娇 索超 6
曹操 吴用 4
郭盛四 李逵 4
郭盛四 宋江 7
郭盛四 马军 4
郭盛四 花荣 4
郭盛四 吕方 4
郭盛四 张清 4
郭盛四 董平 9
郭盛四 索超 5
明文 宋江 5
侯健 宋江 36
侯健 宋江便 4
侯健 薛永 13
侯健 黄文炳 15
侯健 蔡九 4
侯健 宋江道 17
侯健 仁兄 4
侯健 黄文烨 4
侯健 齐声 4
侯健 白胜 11
侯健 石勇 14
侯健 杜迁 11
侯健 晁盖 17
侯健 花荣 8
侯健 童威 9
侯健 郑天寿 9
侯健 张横 16
侯健 戴宗 9
侯健 刘唐 9
侯健 黄信 9
侯健 阮小二 4
侯健 吕方 9
侯健 郭盛 10
侯健 李立 9
侯健 穆弘 9
侯健 穆春 8
侯健 李逵 12
侯健 阮小七 8
侯健 朱贵 15
侯健 宋万 9
侯健 童猛 9
侯健 李俊 8
侯健 张顺 8
侯健 阮家三 4
侯健 梁山泊 6
侯健 吴用 8
侯健 公孙胜 6
侯健 林冲 5
侯健 秦明 7
侯健 金大坚 9
侯健 金沙滩 4
侯健 欧鹏 6
侯健 蒋敬 7
侯健 马麟 9
侯健 陶宗旺 6
侯健 施恩 6
侯健 朱富 6
侯健 宋清 6
侯健 裴宣 7
侯健 李应 6
侯健 杨林 8
侯健 宋公明 6
侯健 顾大嫂 4
侯健 小寨 5
侯健 邹渊 4
侯健 解珍 7
侯健 孟康 7
侯健 杜兴 5
侯健 邓飞 5
侯健 杨雄 4
侯健 徐宁 4
侯健 韩滔 5
侯健 李衮 5
侯健 孔亮 5
侯健 曹正 4
侯健 朱武 6
侯健 李云 4
侯健 汤隆 5
侯健 孙二娘 4
侯健 段景住 11
侯健 郝思文 4
侯健 鲍旭 4
侯健 卢俊义 8
侯健 燕青 5
侯健 项充 4
侯健 蔡福 4
侯健 焦挺 4
侯健 郁保四 4
侯健 从江 4
侯兄 黄文烨 4
黄文烨 宋江道 4
黄文烨 侯兄 4
黄文烨 侯健 4
黄文烨 仁兄 8
黄文烨 黄文炳 16
黄文烨 文炳 4
黄文烨 生二子 4
黄文烨 修桥补路 4
黄文烨 黄佛子 5
黄文烨 黄蜂 5
黄文烨 蔡九 9
生二子 黄文烨 4
修桥补路 黄文烨 4
黄佛子 黄文炳 7
黄佛子 黄文烨 5
黄蜂 黄文炳 7
黄蜂 黄文烨 5
张顺只 张顺 4
童守船 白胜 4
童守船 黄文炳 4
侯健闪 白胜 4
侯健闪 黄文炳 4
薛永寻 白胜 4
薛永寻 黄文炳 4
戴宗各 宋江 4
云金翅 欧鹏 6
云金翅 小喽啰 4
云金翅 邓飞 4
欧鹏 云金翅 6
欧鹏 吴用 23
欧鹏 公孙胜 11
欧鹏 林冲 27
欧鹏 秦明 68
欧鹏 金大坚 6
欧鹏 朱贵 7
欧鹏 金沙滩 5
欧鹏 宋江 111
欧鹏 晁盖 19
欧鹏 宋江道 11
欧鹏 梁山泊 9
欧鹏 刘唐 13
欧鹏 阮小二 6
欧鹏 阮小五 7
欧鹏 阮小七 6
欧鹏 杜迁 13
欧鹏 宋万 9
欧鹏 白胜 13
欧鹏 花荣 16
欧鹏 黄信 23
欧鹏 戴宗 16
欧鹏 李逵 27
欧鹏 李俊 17
欧鹏 穆弘 15
欧鹏 张横 13
欧鹏 张顺 11
欧鹏 吕方 20
欧鹏 郭盛 21
欧鹏 薛永 11
欧鹏 穆春 8
欧鹏 李立 11
欧鹏 蒋敬 6
欧鹏 童威 8
欧鹏 童猛 8
欧鹏 马麟 45
欧鹏 石勇 13
欧鹏 侯健 6
欧鹏 郑天寿 9
欧鹏 陶宗旺 7
欧鹏 宋江自 4
欧鹏 裴宣 9
欧鹏 祝家庄 28
欧鹏 阮家三 4
欧鹏 孟康 7
欧鹏 杨雄 16
欧鹏 石秀 14
欧鹏 杨林 16
欧鹏 小喽啰 12
欧鹏 马军 8
欧鹏 邓飞 49
欧鹏 小寨 6
欧鹏 宋江听 6
欧鹏 杜兴 9
欧鹏 李应 9
欧鹏 王英 9
欧鹏 青纵马 6
欧鹏 欧鹏祖 6
欧鹏 祝龙 36
欧鹏 宋江见 7
欧鹏 马麟斗 6
欧鹏 马麟引 7
欧鹏 雪撒 6
欧鹏 祝龙斗 4
欧鹏 栾廷玉 35
欧鹏 马挺枪 4
欧鹏 那祝龙 4
欧鹏 战秦明 4
欧鹏 秦明马 4
欧鹏 李广花 6
欧鹏 宋公明 7
欧鹏 孙新 6
欧鹏 顾大嫂 9
欧鹏 邹渊 9
欧鹏 邹润 5
欧鹏 解珍 12
欧鹏 朱富 5
欧鹏 宋清 5
欧鹏 孙立 12
欧鹏 马步军 7
欧鹏 朱仝 13
欧鹏 雷横 7
欧鹏 呼延 35
欧鹏 扈三娘 4
欧鹏 尉迟孙立 4
欧鹏 柴进 7
欧鹏 凌振 9
欧鹏 徐宁 9
欧鹏 汤隆 9
欧鹏 孔亮 8
欧鹏 李忠 10
欧鹏 周通 9
欧鹏 孔明 8
欧鹏 史进 10
欧鹏 武松 4
欧鹏 杨志 7
欧鹏 施恩 7
欧鹏 韩滔 12
欧鹏 李衮 10
欧鹏 曹正 6
欧鹏 朱武 20
欧鹏 陈达 11
欧鹏 杨春 11
欧鹏 李云 8
欧鹏 张青 15
欧鹏 孙二娘 16
欧鹏 段景住 5
欧鹏 闻达 7
欧鹏 梁中书 4
欧鹏 安道全 4
